row_id,energy
94993,1847.8602555000002
94994,1768.796504249997
94995,1727.4938599999969
94996,1711.6011969999975
94997,1711.5888597499977
94998,1722.8679914999984
94999,1764.3404824999973
95000,1952.2498239999993
95001,2051.6303660000012
95002,2079.9627542500034
95003,2117.121555000002
95004,2183.9027292500014
95005,2229.7420657499997
95006,2254.209994250001
95007,2265.9142012499997
95008,2273.175158750001
95009,2279.774511750001
95010,2283.990835250001
95011,2298.3574532500033
95012,2291.828684250001
95013,2283.7759872500037
95014,2268.8286785000014
95015,2222.5665452500016
95016,2133.414571000004
95017,1912.3979052499972
95018,1846.4698709999989
95019,1796.2862554999967
95020,1779.9558119999995
95021,1775.8300274999995
95022,1788.2053155
95023,1834.834124999999
95024,2016.0017404999996
95025,2093.27168
95026,2120.2019794999997
95027,2158.0364960000006
95028,2209.191148000001
95029,2250.622215999999
95030,2271.4779790000002
95031,2280.9743250000015
95032,2283.5418260000024
95033,2281.628313500001
95034,2287.447675250001
95035,2300.6550870000037
95036,2293.5806462500027
95037,2284.9179095000027
95038,2273.4253355000014
95039,2243.2482079999995
95040,2144.4583070000026
95041,1933.8149194999974
95042,1855.805886749999
95043,1802.837011999997
95044,1786.0396369999985
95045,1781.3970019999992
95046,1792.9090910000004
95047,1836.4620465000003
95048,2015.1917919999987
95049,2093.936503
95050,2122.0685359999993
95051,2158.4797890000023
95052,2212.724571
95053,2248.724048
95054,2271.8705140000015
95055,2276.665652000002
95056,2280.676116000003
95057,2278.9560255000015
95058,2283.891944250002
95059,2296.360041500002
95060,2294.2561640000017
95061,2280.878848000002
95062,2266.164272000003
95063,2240.760823250001
95064,2150.7712625000013
95065,1940.083079499996
95066,1854.9470917499993
95067,1806.0858639999967
95068,1788.7161889999995
95069,1784.9876879999993
95070,1787.3979710000012
95071,1830.2535065000006
95072,2024.4157049999997
95073,2107.3675519999993
95074,2136.49549625
95075,2171.0148700000022
95076,2226.9827540000006
95077,2249.437164
95078,2266.6936199999986
95079,2276.4039100000005
95080,2280.689113
95081,2276.2444519999995
95082,2280.732879999999
95083,2293.7004650000003
95084,2291.69029175
95085,2270.5049540000014
95086,2256.5107430000035
95087,2228.084837500002
95088,2148.045182000001
95089,1939.6132479999987
95090,1869.9997799999985
95091,1816.7521140000013
95092,1803.008674
95093,1797.699727999999
95094,1808.2801589999995
95095,1836.5758542499964
95096,1999.6887835000016
95097,2094.4535547499972
95098,2121.9601279999974
95099,2148.1061062499966
95100,2198.712540999999
95101,2219.403673999999
95102,2226.786023999999
95103,2225.5150160000003
95104,2228.286317000002
95105,2226.9519250000017
95106,2230.8903520000026
95107,2233.5837169999995
95108,2233.7096370000013
95109,2212.301773
95110,2203.4580067500005
95111,2171.859908000003
95112,2096.095776500001
95113,1893.5125860000023
95114,1820.032813999999
95115,1758.9537989999997
95116,1742.7599780000007
95117,1736.7933599999992
95118,1739.5998239999985
95119,1748.8810059999987
95120,1849.7717294999973
95121,1910.5267339999968
95122,1947.0441242499953
95123,1990.4314437499988
95124,2058.3774264999984
95125,2090.9419559999997
95126,2099.467001750001
95127,2115.995249
95128,2118.9807539999983
95129,2119.0091459999985
95130,2124.130123
95131,2128.0598479999976
95132,2129.244243999997
95133,2121.186108999996
95134,2101.5350329999974
95135,2073.7803382500006
95136,2001.8526287499983
95137,1807.3699927916687
95138,1747.4073958333352
95139,1696.5237678333347
95140,1670.261327375
95141,1659.2607042916673
95142,1660.3594322500012
95143,1662.9860892500008
95144,1710.393404500001
95145,1783.38709
95146,1832.1127674999973
95147,1873.2618119999972
95148,1942.3648094999992
95149,1983.0810572500006
95150,2033.444352750002
95151,2070.011550000001
95152,2081.7147835000023
95153,2091.5132665000015
95154,2102.588278500004
95155,2131.401196500003
95156,2139.967901000002
95157,2127.679341000002
95158,2124.6720167500016
95159,2097.9801530000004
95160,2021.0864910000012
95161,1893.2668955000013
95162,1788.1378004999985
95163,1755.5715974999957
95164,1738.8859179999972
95165,1739.6857584999975
95166,1750.7372164999992
95167,1800.8617577499983
95168,1991.4017640000013
95169,2097.6679359999994
95170,2133.2085837500017
95171,2161.988307250001
95172,2223.8424112500015
95173,2256.9399034999988
95174,2275.8683947499994
95175,2278.3078104999986
95176,2284.97390975
95177,2288.3521419999997
95178,2293.080316
95179,2310.1784140000013
95180,2305.37848575
95181,2299.155365000002
95182,2284.52599975
95183,2247.589603
95184,2148.109785749999
95185,1948.3201577499995
95186,1859.2181315
95187,1812.197676499996
95188,1795.9959864999985
95189,1790.665837499999
95190,1804.5912060000016
95191,1856.9986852500006
95192,2039.7762177500024
95193,2128.961009999998
95194,2154.8540350000003
95195,2183.869462000001
95196,2233.026376000001
95197,2259.0661179999984
95198,2274.921463
95199,2276.915340000001
95200,2277.8462360000008
95201,2274.7296149999997
95202,2279.389678000001
95203,2291.5757370000024
95204,2286.9110040000023
95205,2279.5470860000005
95206,2267.3700779999986
95207,2240.690982499998
95208,2138.236006499997
95209,1937.2624575
95210,1850.37125825
95211,1809.278873999998
95212,1790.9111299999981
95213,1784.0267209999993
95214,1794.6136400000005
95215,1842.933941500003
95216,2021.8702280000011
95217,2102.9609729999993
95218,2124.880929500002
95219,2162.272419750003
95220,2217.872037250001
95221,2247.6771449999997
95222,2264.5960520000012
95223,2264.5557765000026
95224,2264.627621500002
95225,2263.532552500001
95226,2269.236229000002
95227,2281.429604500002
95228,2283.2659765000008
95229,2275.038162750001
95230,2261.74245275
95231,2232.090561999999
95232,2137.3330917499975
95233,1936.968871500001
95234,1838.2269817499991
95235,1809.900355249998
95236,1789.69068075
95237,1784.2632349999997
95238,1787.7375700000002
95239,1833.6488090000007
95240,2022.4518090000015
95241,2113.1580660000004
95242,2130.820919000003
95243,2162.9642315000015
95244,2212.417681999998
95245,2232.219382249998
95246,2244.119973499999
95247,2247.8732714999996
95248,2250.4771714999983
95249,2247.489653499997
95250,2252.4174614999965
95251,2266.451977499998
95252,2268.120996499999
95253,2251.5994684999987
95254,2243.8751505
95255,2207.4116224999993
95256,2121.604005999998
95257,1933.488606999998
95258,1855.367299999997
95259,1815.1555019999994
95260,1805.1709399999993
95261,1793.5992259999982
95262,1804.03506
95263,1832.5559559999986
95264,1999.6192600000015
95265,2112.293736499997
95266,2130.0212039999983
95267,2154.5054169999953
95268,2184.6685609999995
95269,2196.933341000001
95270,2208.666555000002
95271,2207.1563750000014
95272,2208.392972000002
95273,2208.024078750002
95274,2213.0215050000033
95275,2219.0889170000014
95276,2218.019878500002
95277,2194.838619
95278,2184.61185475
95279,2148.654332000003
95280,2062.6797999999985
95281,1881.5630170000002
95282,1805.3672014999972
95283,1754.2672060000002
95284,1736.3193050000007
95285,1731.745326499998
95286,1737.4678467499978
95287,1744.6722744999977
95288,1836.3995509999977
95289,1926.820260499997
95290,1968.7701469999988
95291,2009.5059409999997
95292,2049.9819850000003
95293,2083.3222270000015
95294,2090.7472800000014
95295,2093.6363295000024
95296,2099.1414330000016
95297,2097.87992
95298,2102.949627000001
95299,2110.4778900000006
95300,2108.3778559999996
95301,2103.0392689999985
95302,2085.653420499998
95303,2055.3436270000025
95304,1995.8431860000023
95305,1813.2139600000012
95306,1750.6613730000017
95307,1702.6940940000015
95308,1671.2222429999997
95309,1661.2831439999995
95310,1664.2330509999995
95311,1666.1231999999984
95312,1719.584731000002
95313,1798.2899269999991
95314,1854.8664284999986
95315,1899.2954714999983
95316,1972.4405422499988
95317,2020.48608025
95318,2060.425833750002
95319,2081.518159500001
95320,2092.354830000004
95321,2096.1076160000016
95322,2108.0666280000023
95323,2135.6859339999996
95324,2139.701833999998
95325,2130.534364999999
95326,2131.9532880000006
95327,2096.7159109999966
95328,2014.115006999998
95329,1877.3128392500014
95330,1786.065680999997
95331,1746.1292629999975
95332,1735.0116284999979
95333,1735.275413999998
95334,1747.5076039999983
95335,1790.7492794999985
95336,1987.6167240000009
95337,2105.2142679999993
95338,2129.186299750004
95339,2156.4679217500016
95340,2226.6903420000026
95341,2266.3850567499994
95342,2293.6085585000033
95343,2293.916875500001
95344,2301.9280945000014
95345,2306.195471500001
95346,2309.415225500001
95347,2329.5439075000018
95348,2327.601083750001
95349,2319.130008750003
95350,2306.8395745000003
95351,2260.570344
95352,2155.246720750001
95353,1955.7870642499986
95354,1865.2733360000013
95355,1824.5088899999976
95356,1808.6782549999991
95357,1803.0352210000003
95358,1818.3590530000024
95359,1870.8319320000012
95360,2055.856887250003
95361,2149.8219645
95362,2175.0583230000034
95363,2206.366465999998
95364,2256.041365500002
95365,2300.1864549999973
95366,2327.981711000001
95367,2336.857200000002
95368,2340.362098000003
95369,2339.2352640000013
95370,2344.3988070000023
95371,2359.7107500000043
95372,2357.9251560000034
95373,2346.997238000002
95374,2334.5122329999995
95375,2298.5637659999993
95376,2174.096666000001
95377,1971.7259869999991
95378,1884.2082460000022
95379,1846.6316714999994
95380,1829.9436399999995
95381,1822.0077825000003
95382,1832.8062955000014
95383,1881.8914730000026
95384,2068.1481230000004
95385,2155.072814
95386,2181.263303000003
95387,2215.418391500001
95388,2264.5516050000006
95389,2299.781619749997
95390,2329.7449174999974
95391,2338.7934494999995
95392,2344.479707749999
95393,2343.9765239999983
95394,2349.2664327499983
95395,2371.288557749999
95396,2371.828669
95397,2359.0825100000006
95398,2343.2343129999995
95399,2299.6135140000015
95400,2190.028080999997
95401,2001.9342722499982
95402,1886.9612487500021
95403,1859.0480902500012
95404,1838.728225250002
95405,1830.4292922500026
95406,1832.5542312500036
95407,1883.1564635000022
95408,2069.6706027499995
95409,2175.156017999997
95410,2189.282410500001
95411,2223.9661530000003
95412,2275.9401000000007
95413,2297.897304999997
95414,2316.939487999997
95415,2325.3686589999984
95416,2329.770102999997
95417,2327.234609999997
95418,2330.3624569999965
95419,2353.123174999997
95420,2350.9765699999984
95421,2336.0378145
95422,2321.0656004999996
95423,2280.5493580000025
95424,2176.153787999998
95425,1990.418425749999
95426,1913.7295909999984
95427,1866.186957
95428,1852.0739589999998
95429,1841.0774974999995
95430,1848.5239510000008
95431,1883.0931912499989
95432,2052.0692970000036
95433,2175.7855719999948
95434,2198.2664339999965
95435,2220.209562999994
95436,2256.699624
95437,2278.5875560000013
95438,2289.8284439999984
95439,2290.2922439999984
95440,2292.152850999999
95441,2287.737824999998
95442,2296.8538160000007
95443,2307.880593999999
95444,2307.0841960000002
95445,2283.332140999999
95446,2268.700294999999
95447,2230.4166910000013
95448,2138.157158999998
95449,1967.8908155000004
95450,1882.8686790000006
95451,1833.9385120000036
95452,1812.0828435000042
95453,1805.3287175000007
95454,1808.6832005000003
95455,1824.5840134999992
95456,1897.2076067500018
95457,1977.1864377499971
95458,2028.785459749996
95459,2061.6958180000006
95460,2116.8035117500012
95461,2170.5399990000005
95462,2182.759292000002
95463,2191.2860310000005
95464,2192.943974999999
95465,2192.6521739999985
95466,2197.232149999999
95467,2198.8925709999994
95468,2193.27348375
95469,2187.8437737499994
95470,2160.8900377499986
95471,2122.9196832500033
95472,2060.193960999999
95473,1844.6527742500025
95474,1772.4034732500013
95475,1718.3071282500014
95476,1679.7155112500002
95477,1667.1316112500008
95478,1672.1524042500012
95479,1667.07823525
95480,1724.3470862500028
95481,1800.2110297499999
95482,1867.4733442499994
95483,1907.1875527499972
95484,1987.4305877499987
95485,2037.655269999999
